개별/연결,계정명,당기일자,금액,재무제표명
연결재무제표,유동자산,2021.09.30 현재,34059186249.0,재무상태표
연결재무제표,비유동자산,2021.09.30 현재,18557963536.0,재무상태표
연결재무제표,자산총계,2021.09.30 현재,52617149785.0,재무상태표
연결재무제표,유동부채,2021.09.30 현재,7855378198.0,재무상태표
연결재무제표,비유동부채,2021.09.30 현재,646163188.0,재무상태표
연결재무제표,부채총계,2021.09.30 현재,8501541386.0,재무상태표
연결재무제표,자본금,2021.09.30 현재,5000000000.0,재무상태표
연결재무제표,이익잉여금,2021.09.30 현재,36395469496.0,재무상태표
연결재무제표,자본총계,2021.09.30 현재,44115608399.0,재무상태표
연결재무제표,매출액,2021.01.01 ~ 2021.09.30,14506547023.0,손익계산서
연결재무제표,영업이익,2021.01.01 ~ 2021.09.30,125210905.0,손익계산서
연결재무제표,법인세차감전 순이익,2021.01.01 ~ 2021.09.30,178199741.0,손익계산서
연결재무제표,당기순이익,2021.01.01 ~ 2021.09.30,183334337.0,손익계산서
재무제표,유동자산,2021.09.30 현재,33754083536.0,재무상태표
재무제표,비유동자산,2021.09.30 현재,19041094300.0,재무상태표
재무제표,자산총계,2021.09.30 현재,52795177836.0,재무상태표
재무제표,유동부채,2021.09.30 현재,7825935802.0,재무상태표
재무제표,비유동부채,2021.09.30 현재,656275721.0,재무상태표
재무제표,부채총계,2021.09.30 현재,8482211523.0,재무상태표
재무제표,자본금,2021.09.30 현재,5000000000.0,재무상태표
재무제표,이익잉여금,2021.09.30 현재,36592827410.0,재무상태표
재무제표,자본총계,2021.09.30 현재,44312966313.0,재무상태표
재무제표,매출액,2021.01.01 ~ 2021.09.30,14437597543.0,손익계산서
재무제표,영업이익,2021.01.01 ~ 2021.09.30,156633171.0,손익계산서
재무제표,법인세차감전 순이익,2021.01.01 ~ 2021.09.30,205775341.0,손익계산서
재무제표,당기순이익,2021.01.01 ~ 2021.09.30,211402815.0,손익계산서
