개별/연결,계정명,당기일자,금액,재무제표명
재무제표,유동자산,2019.03.31 현재,27672629358.0,재무상태표
재무제표,비유동자산,2019.03.31 현재,22771748481.0,재무상태표
재무제표,자산총계,2019.03.31 현재,50444377839.0,재무상태표
재무제표,유동부채,2019.03.31 현재,17238622553.0,재무상태표
재무제표,비유동부채,2019.03.31 현재,236101008.0,재무상태표
재무제표,부채총계,2019.03.31 현재,17474723561.0,재무상태표
재무제표,자본금,2019.03.31 현재,5000000000.0,재무상태표
재무제표,이익잉여금,2019.03.31 현재,27720118155.0,재무상태표
재무제표,자본총계,2019.03.31 현재,32969654278.0,재무상태표
재무제표,매출액,2019.01.01 ~ 2019.03.31,15204226041.0,손익계산서
재무제표,영업이익,2019.01.01 ~ 2019.03.31,-43244615.0,손익계산서
재무제표,법인세차감전 순이익,2019.01.01 ~ 2019.03.31,109007176.0,손익계산서
재무제표,당기순이익,2019.01.01 ~ 2019.03.31,96404382.0,손익계산서
