개별/연결,계정명,당기일자,금액,재무제표명
재무제표,유동자산,2020.09.30 현재,31080379780.0,재무상태표
재무제표,비유동자산,2020.09.30 현재,19087729417.0,재무상태표
재무제표,자산총계,2020.09.30 현재,50168109197.0,재무상태표
재무제표,유동부채,2020.09.30 현재,8892931357.0,재무상태표
재무제표,비유동부채,2020.09.30 현재,1469819424.0,재무상태표
재무제표,부채총계,2020.09.30 현재,10362750781.0,재무상태표
재무제표,자본금,2020.09.30 현재,5000000000.0,재무상태표
재무제표,이익잉여금,2020.09.30 현재,35364008563.0,재무상태표
재무제표,자본총계,2020.09.30 현재,39805358416.0,재무상태표
재무제표,매출액,2020.01.01 ~ 2020.09.30,14799984238.0,손익계산서
재무제표,영업이익,2020.01.01 ~ 2020.09.30,692084510.0,손익계산서
재무제표,법인세차감전 순이익,2020.01.01 ~ 2020.09.30,730705073.0,손익계산서
재무제표,당기순이익,2020.01.01 ~ 2020.09.30,574696638.0,손익계산서
