개별/연결,계정명,당기일자,금액,재무제표명
재무제표,유동자산,2017.03.31 현재,31527216507.0,재무상태표
재무제표,비유동자산,2017.03.31 현재,16236872045.0,재무상태표
재무제표,자산총계,2017.03.31 현재,47764088552.0,재무상태표
재무제표,유동부채,2017.03.31 현재,12750546246.0,재무상태표
재무제표,비유동부채,2017.03.31 현재,4000608094.0,재무상태표
재무제표,부채총계,2017.03.31 현재,16751154340.0,재무상태표
재무제표,이익잉여금,2017.03.31 현재,25763398089.0,재무상태표
재무제표,자본총계,2017.03.31 현재,31012934212.0,재무상태표
재무제표,매출액,2017.01.01 ~ 2017.03.31,18109775097.0,손익계산서
재무제표,영업이익,2017.01.01 ~ 2017.03.31,437135243.0,손익계산서
재무제표,법인세차감전 순이익,2017.01.01 ~ 2017.03.31,354892760.0,손익계산서
재무제표,당기순이익,2017.01.01 ~ 2017.03.31,301767362.0,손익계산서
