개별/연결,계정명,당기일자,금액,재무제표명
재무제표,유동자산,2020.06.30 현재,30710879610.0,재무상태표
재무제표,비유동자산,2020.06.30 현재,19202790889.0,재무상태표
재무제표,자산총계,2020.06.30 현재,49913670499.0,재무상태표
재무제표,유동부채,2020.06.30 현재,9274499210.0,재무상태표
재무제표,비유동부채,2020.06.30 현재,1408509511.0,재무상태표
재무제표,부채총계,2020.06.30 현재,10683008721.0,재무상태표
재무제표,자본금,2020.06.30 현재,5000000000.0,재무상태표
재무제표,이익잉여금,2020.06.30 현재,34789311925.0,재무상태표
재무제표,자본총계,2020.06.30 현재,39230661778.0,재무상태표
재무제표,매출액,2020.01.01 ~ 2020.06.30,16098998156.0,손익계산서
재무제표,영업이익,2020.01.01 ~ 2020.06.30,841600137.0,손익계산서
재무제표,법인세차감전 순이익,2020.01.01 ~ 2020.06.30,2132144777.0,손익계산서
재무제표,당기순이익,2020.01.01 ~ 2020.06.30,1738947018.0,손익계산서
