개별/연결,계정명,당기일자,금액,재무제표명
재무제표,유동자산,2019.09.30 현재,19125970730.0,재무상태표
재무제표,비유동자산,2019.09.30 현재,31571162988.0,재무상태표
재무제표,자산총계,2019.09.30 현재,50697133718.0,재무상태표
재무제표,유동부채,2019.09.30 현재,7815947869.0,재무상태표
재무제표,비유동부채,2019.09.30 현재,5078286778.0,재무상태표
재무제표,부채총계,2019.09.30 현재,12894234647.0,재무상태표
재무제표,자본금,2019.09.30 현재,5000000000.0,재무상태표
재무제표,이익잉여금,2019.09.30 현재,32553362948.0,재무상태표
재무제표,자본총계,2019.09.30 현재,37802899071.0,재무상태표
재무제표,매출액,2019.01.01 ~ 2019.09.30,13531356547.0,손익계산서
재무제표,영업이익,2019.01.01 ~ 2019.09.30,-70210715.0,손익계산서
재무제표,법인세차감전 순이익,2019.01.01 ~ 2019.09.30,-3266245.0,손익계산서
재무제표,당기순이익,2019.01.01 ~ 2019.09.30,-12577009.0,손익계산서
