개별/연결,계정명,당기일자,금액,재무제표명
재무제표,유동자산,2020.03.31 현재,35473784137.0,재무상태표
재무제표,비유동자산,2020.03.31 현재,17170332305.0,재무상태표
재무제표,자산총계,2020.03.31 현재,52644116442.0,재무상태표
재무제표,유동부채,2020.03.31 현재,12624460378.0,재무상태표
재무제표,비유동부채,2020.03.31 현재,2169750324.0,재무상태표
재무제표,부채총계,2020.03.31 현재,14794210702.0,재무상태표
재무제표,자본금,2020.03.31 현재,5000000000.0,재무상태표
재무제표,이익잉여금,2020.03.31 현재,33050364907.0,재무상태표
재무제표,자본총계,2020.03.31 현재,37849905740.0,재무상태표
재무제표,매출액,2020.01.01 ~ 2020.03.31,13291717252.0,손익계산서
재무제표,영업이익,2020.01.01 ~ 2020.03.31,-248207097.0,손익계산서
재무제표,법인세차감전 순이익,2020.01.01 ~ 2020.03.31,430165913.0,손익계산서
재무제표,당기순이익,2020.01.01 ~ 2020.03.31,256382731.0,손익계산서
