개별/연결,계정명,당기일자,금액,재무제표명
재무제표,유동자산,2017.09.30 현재,30225268290.0,재무상태표
재무제표,비유동자산,2017.09.30 현재,18246351571.0,재무상태표
재무제표,자산총계,2017.09.30 현재,48471619861.0,재무상태표
재무제표,유동부채,2017.09.30 현재,10644063412.0,재무상태표
재무제표,비유동부채,2017.09.30 현재,6374977794.0,재무상태표
재무제표,부채총계,2017.09.30 현재,17019041206.0,재무상태표
재무제표,자본금,2017.09.30 현재,5000000000.0,재무상태표
재무제표,이익잉여금,2017.09.30 현재,26203042532.0,재무상태표
재무제표,자본총계,2017.09.30 현재,31452578655.0,재무상태표
재무제표,매출액,2017.01.01 ~ 2017.09.30,16419341274.0,손익계산서
재무제표,영업이익,2017.01.01 ~ 2017.09.30,611349098.0,손익계산서
재무제표,법인세차감전 순이익,2017.01.01 ~ 2017.09.30,637795786.0,손익계산서
재무제표,당기순이익,2017.01.01 ~ 2017.09.30,555611516.0,손익계산서
