개별/연결,계정명,당기일자,금액,재무제표명
재무제표,유동자산,2019.06.30 현재,74711747914.0,재무상태표
재무제표,비유동자산,2019.06.30 현재,32064602953.0,재무상태표
재무제표,자산총계,2019.06.30 현재,106776350867.0,재무상태표
재무제표,유동부채,2019.06.30 현재,6060684511.0,재무상태표
재무제표,비유동부채,2019.06.30 현재,326770502.0,재무상태표
재무제표,부채총계,2019.06.30 현재,6387455013.0,재무상태표
재무제표,자본금,2019.06.30 현재,5923260000.0,재무상태표
재무제표,이익잉여금,2019.06.30 현재,54962056440.0,재무상태표
재무제표,자본총계,2019.06.30 현재,100388895854.0,재무상태표
재무제표,매출액,2019.01.01 ~ 2019.06.30,8583566485.0,손익계산서
재무제표,영업이익,2019.01.01 ~ 2019.06.30,1228732165.0,손익계산서
재무제표,법인세차감전 순이익,2019.01.01 ~ 2019.06.30,3135075268.0,손익계산서
재무제표,당기순이익,2019.01.01 ~ 2019.06.30,2507868570.0,손익계산서
