개별/연결,계정명,당기일자,금액,재무제표명
연결재무제표,유동자산,2020.06.30 현재,68987441154.0,재무상태표
연결재무제표,비유동자산,2020.06.30 현재,87531876664.0,재무상태표
연결재무제표,자산총계,2020.06.30 현재,156519317818.0,재무상태표
연결재무제표,유동부채,2020.06.30 현재,12379969460.0,재무상태표
연결재무제표,비유동부채,2020.06.30 현재,4390682011.0,재무상태표
연결재무제표,부채총계,2020.06.30 현재,16770651471.0,재무상태표
연결재무제표,자본금,2020.06.30 현재,5051120000.0,재무상태표
연결재무제표,이익잉여금,2020.06.30 현재,66243062726.0,재무상태표
연결재무제표,자본총계,2020.06.30 현재,139748666347.0,재무상태표
연결재무제표,매출액,2020.01.01 ~ 2020.06.30,17014649608.0,손익계산서
연결재무제표,영업이익,2020.01.01 ~ 2020.06.30,-205426530.0,손익계산서
연결재무제표,법인세차감전 순이익,2020.01.01 ~ 2020.06.30,-1830456271.0,손익계산서
연결재무제표,당기순이익,2020.01.01 ~ 2020.06.30,-1150473884.0,손익계산서
재무제표,유동자산,2020.06.30 현재,66088526418.0,재무상태표
재무제표,비유동자산,2020.06.30 현재,85358541745.0,재무상태표
재무제표,자산총계,2020.06.30 현재,151447068163.0,재무상태표
재무제표,유동부채,2020.06.30 현재,8852427488.0,재무상태표
재무제표,비유동부채,2020.06.30 현재,4055799792.0,재무상태표
재무제표,부채총계,2020.06.30 현재,12908227280.0,재무상태표
재무제표,자본금,2020.06.30 현재,5051120000.0,재무상태표
재무제표,이익잉여금,2020.06.30 현재,66243371184.0,재무상태표
재무제표,자본총계,2020.06.30 현재,138538840883.0,재무상태표
재무제표,매출액,2020.01.01 ~ 2020.06.30,16475908748.0,손익계산서
재무제표,영업이익,2020.01.01 ~ 2020.06.30,1598041465.0,손익계산서
재무제표,법인세차감전 순이익,2020.01.01 ~ 2020.06.30,-1171080240.0,손익계산서
재무제표,당기순이익,2020.01.01 ~ 2020.06.30,-491026709.0,손익계산서
