개별/연결,계정명,당기일자,금액,재무제표명
연결재무제표,유동자산,2018.12.31 현재,95272202958.0,재무상태표
연결재무제표,비유동자산,2018.12.31 현재,81835550708.0,재무상태표
연결재무제표,자산총계,2018.12.31 현재,177107753666.0,재무상태표
연결재무제표,유동부채,2018.12.31 현재,64270164625.0,재무상태표
연결재무제표,비유동부채,2018.12.31 현재,11316657839.0,재무상태표
연결재무제표,부채총계,2018.12.31 현재,75586822464.0,재무상태표
연결재무제표,자본금,2018.12.31 현재,13053144800.0,재무상태표
연결재무제표,이익잉여금,2018.12.31 현재,68804221161.0,재무상태표
연결재무제표,자본총계,2018.12.31 현재,101520931202.0,재무상태표
연결재무제표,매출액,2018.01.01 ~ 2018.12.31,367055023869.0,손익계산서
연결재무제표,영업이익,2018.01.01 ~ 2018.12.31,18020387139.0,손익계산서
연결재무제표,법인세차감전 순이익,2018.01.01 ~ 2018.12.31,15306017868.0,손익계산서
연결재무제표,당기순이익,2018.01.01 ~ 2018.12.31,14748787939.0,손익계산서
재무제표,유동자산,2018.12.31 현재,38914954329.0,재무상태표
재무제표,비유동자산,2018.12.31 현재,84960407320.0,재무상태표
재무제표,자산총계,2018.12.31 현재,123875361649.0,재무상태표
재무제표,유동부채,2018.12.31 현재,40569884880.0,재무상태표
재무제표,비유동부채,2018.12.31 현재,8199614709.0,재무상태표
재무제표,부채총계,2018.12.31 현재,48769499589.0,재무상태표
재무제표,자본금,2018.12.31 현재,13053144800.0,재무상태표
재무제표,이익잉여금,2018.12.31 현재,43147050811.0,재무상태표
재무제표,자본총계,2018.12.31 현재,75105862060.0,재무상태표
재무제표,매출액,2018.01.01 ~ 2018.12.31,115657190153.0,손익계산서
재무제표,영업이익,2018.01.01 ~ 2018.12.31,1648990997.0,손익계산서
재무제표,법인세차감전 순이익,2018.01.01 ~ 2018.12.31,2222881528.0,손익계산서
재무제표,당기순이익,2018.01.01 ~ 2018.12.31,2668469279.0,손익계산서
