개별/연결,계정명,당기일자,금액,재무제표명
연결재무제표,유동자산,2020.03.31 현재,71975150610.0,재무상태표
연결재무제표,비유동자산,2020.03.31 현재,120247007260.0,재무상태표
연결재무제표,자산총계,2020.03.31 현재,192222157870.0,재무상태표
연결재무제표,유동부채,2020.03.31 현재,73639508984.0,재무상태표
연결재무제표,비유동부채,2020.03.31 현재,42759228344.0,재무상태표
연결재무제표,부채총계,2020.03.31 현재,116398737328.0,재무상태표
연결재무제표,자본금,2020.03.31 현재,18166352000.0,재무상태표
연결재무제표,이익잉여금,2020.03.31 현재,2997620667.0,재무상태표
연결재무제표,자본총계,2020.03.31 현재,75823420542.0,재무상태표
연결재무제표,매출액,2020.01.01 ~ 2020.03.31,21346715008.0,손익계산서
연결재무제표,영업이익,2020.01.01 ~ 2020.03.31,1196576910.0,손익계산서
연결재무제표,법인세차감전 순이익,2020.01.01 ~ 2020.03.31,453397523.0,손익계산서
연결재무제표,당기순이익,2020.01.01 ~ 2020.03.31,204188432.0,손익계산서
재무제표,유동자산,2020.03.31 현재,52016976786.0,재무상태표
재무제표,비유동자산,2020.03.31 현재,131418797667.0,재무상태표
재무제표,자산총계,2020.03.31 현재,183435774453.0,재무상태표
재무제표,유동부채,2020.03.31 현재,53167383020.0,재무상태표
재무제표,비유동부채,2020.03.31 현재,38850655713.0,재무상태표
재무제표,부채총계,2020.03.31 현재,92018038733.0,재무상태표
재무제표,자본금,2020.03.31 현재,18166352000.0,재무상태표
재무제표,이익잉여금,2020.03.31 현재,18591935845.0,재무상태표
재무제표,자본총계,2020.03.31 현재,91417735720.0,재무상태표
재무제표,매출액,2020.01.01 ~ 2020.03.31,17652127116.0,손익계산서
재무제표,영업이익,2020.01.01 ~ 2020.03.31,1875013071.0,손익계산서
재무제표,법인세차감전 순이익,2020.01.01 ~ 2020.03.31,1171990761.0,손익계산서
재무제표,당기순이익,2020.01.01 ~ 2020.03.31,922944753.0,손익계산서
