개별/연결,계정명,당기일자,금액,재무제표명
연결재무제표,유동자산,2020.12.31 현재,69207709483.0,재무상태표
연결재무제표,비유동자산,2020.12.31 현재,36328962438.0,재무상태표
연결재무제표,자산총계,2020.12.31 현재,105536671921.0,재무상태표
연결재무제표,유동부채,2020.12.31 현재,41206338560.0,재무상태표
연결재무제표,비유동부채,2020.12.31 현재,5815427445.0,재무상태표
연결재무제표,부채총계,2020.12.31 현재,47021766005.0,재무상태표
연결재무제표,자본금,2020.12.31 현재,7849744000.0,재무상태표
연결재무제표,이익잉여금,2020.12.31 현재,-74688606882.0,재무상태표
연결재무제표,자본총계,2020.12.31 현재,58514905916.0,재무상태표
연결재무제표,영업이익,2020.01.01 ~ 2020.12.31,-24888214519.0,손익계산서
연결재무제표,법인세차감전 순이익,2020.01.01 ~ 2020.12.31,-28768240964.0,손익계산서
연결재무제표,당기순이익,2020.01.01 ~ 2020.12.31,-28768240964.0,손익계산서
재무제표,유동자산,2020.12.31 현재,67257507429.0,재무상태표
재무제표,비유동자산,2020.12.31 현재,38762068438.0,재무상태표
재무제표,자산총계,2020.12.31 현재,106019575867.0,재무상태표
재무제표,유동부채,2020.12.31 현재,41406085796.0,재무상태표
재무제표,비유동부채,2020.12.31 현재,5815427445.0,재무상태표
재무제표,부채총계,2020.12.31 현재,47221513241.0,재무상태표
재무제표,자본금,2020.12.31 현재,7849744000.0,재무상태표
재무제표,이익잉여금,2020.12.31 현재,-74536990905.0,재무상태표
재무제표,자본총계,2020.12.31 현재,58798062626.0,재무상태표
재무제표,영업이익,2020.01.01 ~ 2020.12.31,-24751305589.0,손익계산서
재무제표,법인세차감전 순이익,2020.01.01 ~ 2020.12.31,-28644119023.0,손익계산서
재무제표,당기순이익,2020.01.01 ~ 2020.12.31,-28644119023.0,손익계산서
