개별/연결,계정명,당기일자,금액,재무제표명
연결재무제표,유동자산,2017.06.30 현재,883476137008.0,재무상태표
연결재무제표,비유동자산,2017.06.30 현재,230054789266.0,재무상태표
연결재무제표,자산총계,2017.06.30 현재,1113530926274.0,재무상태표
연결재무제표,유동부채,2017.06.30 현재,637460748620.0,재무상태표
연결재무제표,비유동부채,2017.06.30 현재,36700837128.0,재무상태표
연결재무제표,부채총계,2017.06.30 현재,674161585748.0,재무상태표
연결재무제표,자본총계,2017.06.30 현재,439369340526.0,재무상태표
연결재무제표,매출액,2017.01.01 ~ 2017.06.30,794751618144.0,손익계산서
연결재무제표,영업이익,2017.01.01 ~ 2017.06.30,8852456947.0,손익계산서
연결재무제표,법인세차감전 순이익,2017.01.01 ~ 2017.06.30,8890841168.0,손익계산서
연결재무제표,당기순이익,2017.01.01 ~ 2017.06.30,6130324267.0,손익계산서
재무제표,유동자산,2017.06.30 현재,607291785810.0,재무상태표
재무제표,비유동자산,2017.06.30 현재,155650773570.0,재무상태표
재무제표,자산총계,2017.06.30 현재,762942559380.0,재무상태표
재무제표,유동부채,2017.06.30 현재,375622268284.0,재무상태표
재무제표,비유동부채,2017.06.30 현재,2573984385.0,재무상태표
재무제표,부채총계,2017.06.30 현재,378196252669.0,재무상태표
재무제표,이익잉여금,2017.06.30 현재,256228828398.0,재무상태표
재무제표,자본총계,2017.06.30 현재,384746306711.0,재무상태표
재무제표,매출액,2017.01.01 ~ 2017.06.30,594129615620.0,손익계산서
재무제표,영업이익,2017.01.01 ~ 2017.06.30,4418511117.0,손익계산서
재무제표,법인세차감전 순이익,2017.01.01 ~ 2017.06.30,4953099474.0,손익계산서
재무제표,당기순이익,2017.01.01 ~ 2017.06.30,3447084851.0,손익계산서
