개별/연결,계정명,당기일자,금액,재무제표명
연결재무제표,유동자산,2020.03.31 현재,41915058417.0,재무상태표
연결재무제표,비유동자산,2020.03.31 현재,52604006929.0,재무상태표
연결재무제표,자산총계,2020.03.31 현재,94519065346.0,재무상태표
연결재무제표,유동부채,2020.03.31 현재,43049193194.0,재무상태표
연결재무제표,비유동부채,2020.03.31 현재,6249416424.0,재무상태표
연결재무제표,부채총계,2020.03.31 현재,49298609618.0,재무상태표
연결재무제표,자본금,2020.03.31 현재,3617294000.0,재무상태표
연결재무제표,이익잉여금,2020.03.31 현재,-32730225268.0,재무상태표
연결재무제표,자본총계,2020.03.31 현재,45220455728.0,재무상태표
연결재무제표,매출액,2020.01.01 ~ 2020.03.31,14201840686.0,손익계산서
연결재무제표,영업이익,2020.01.01 ~ 2020.03.31,-3807093756.0,손익계산서
연결재무제표,법인세차감전 순이익,2020.01.01 ~ 2020.03.31,-3113682073.0,손익계산서
연결재무제표,당기순이익,2020.01.01 ~ 2020.03.31,-3229786699.0,손익계산서
재무제표,유동자산,2020.03.31 현재,20669766682.0,재무상태표
재무제표,비유동자산,2020.03.31 현재,44444706966.0,재무상태표
재무제표,자산총계,2020.03.31 현재,65114473648.0,재무상태표
재무제표,유동부채,2020.03.31 현재,21258563216.0,재무상태표
재무제표,비유동부채,2020.03.31 현재,138025285.0,재무상태표
재무제표,부채총계,2020.03.31 현재,21396588501.0,재무상태표
재무제표,자본금,2020.03.31 현재,3617294000.0,재무상태표
재무제표,이익잉여금,2020.03.31 현재,-32300810874.0,재무상태표
재무제표,자본총계,2020.03.31 현재,43717885147.0,재무상태표
재무제표,매출액,2020.01.01 ~ 2020.03.31,1788175537.0,손익계산서
재무제표,영업이익,2020.01.01 ~ 2020.03.31,-3572690617.0,손익계산서
재무제표,법인세차감전 순이익,2020.01.01 ~ 2020.03.31,-3499009497.0,손익계산서
재무제표,당기순이익,2020.01.01 ~ 2020.03.31,-3499009497.0,손익계산서
