개별/연결,계정명,당기일자,금액,재무제표명
연결재무제표,유동자산,2019.03.31 현재,349557663188.0,재무상태표
연결재무제표,비유동자산,2019.03.31 현재,473615662750.0,재무상태표
연결재무제표,자산총계,2019.03.31 현재,823173325938.0,재무상태표
연결재무제표,유동부채,2019.03.31 현재,246837512718.0,재무상태표
연결재무제표,비유동부채,2019.03.31 현재,320944833012.0,재무상태표
연결재무제표,부채총계,2019.03.31 현재,567782345730.0,재무상태표
연결재무제표,자본금,2019.03.31 현재,173277791494.0,재무상태표
연결재무제표,이익잉여금,2019.03.31 현재,52553870940.0,재무상태표
연결재무제표,자본총계,2019.03.31 현재,255390980208.0,재무상태표
연결재무제표,매출액,2019.01.01 ~ 2019.03.31,241106942155.0,손익계산서
연결재무제표,영업이익,2019.01.01 ~ 2019.03.31,37306273824.0,손익계산서
연결재무제표,법인세차감전 순이익,2019.01.01 ~ 2019.03.31,25268239143.0,손익계산서
연결재무제표,당기순이익,2019.01.01 ~ 2019.03.31,20126687487.0,손익계산서
재무제표,유동자산,2019.03.31 현재,348454179903.0,재무상태표
재무제표,비유동자산,2019.03.31 현재,473493419587.0,재무상태표
재무제표,자산총계,2019.03.31 현재,821947599490.0,재무상태표
재무제표,유동부채,2019.03.31 현재,247154874892.0,재무상태표
재무제표,비유동부채,2019.03.31 현재,320548832214.0,재무상태표
재무제표,부채총계,2019.03.31 현재,567703707106.0,재무상태표
재무제표,자본금,2019.03.31 현재,173277791494.0,재무상태표
재무제표,이익잉여금,2019.03.31 현재,51406783116.0,재무상태표
재무제표,자본총계,2019.03.31 현재,254243892384.0,재무상태표
재무제표,매출액,2019.01.01 ~ 2019.03.31,241147807785.0,손익계산서
재무제표,영업이익,2019.01.01 ~ 2019.03.31,37000954633.0,손익계산서
재무제표,법인세차감전 순이익,2019.01.01 ~ 2019.03.31,24967702124.0,손익계산서
재무제표,당기순이익,2019.01.01 ~ 2019.03.31,19813522473.0,손익계산서
