개별/연결,계정명,당기일자,금액,재무제표명
재무제표,유동자산,2016.12.31 현재,1539866285.0,재무상태표
재무제표,비유동자산,2016.12.31 현재,30981009119.0,재무상태표
재무제표,자산총계,2016.12.31 현재,32520875404.0,재무상태표
재무제표,유동부채,2016.12.31 현재,18841940058.0,재무상태표
재무제표,비유동부채,2016.12.31 현재,4104462.0,재무상태표
재무제표,부채총계,2016.12.31 현재,18846044520.0,재무상태표
재무제표,자본금,2016.12.31 현재,2427754000.0,재무상태표
재무제표,이익잉여금,2016.12.31 현재,-3407476267.0,재무상태표
재무제표,자본총계,2016.12.31 현재,13674830884.0,재무상태표
재무제표,매출액,2016.01.01 ~ 2016.12.31,3823664127.0,손익계산서
재무제표,영업이익,2016.01.01 ~ 2016.12.31,769315590.0,손익계산서
재무제표,법인세차감전 순이익,2016.01.01 ~ 2016.12.31,260466016.0,손익계산서
재무제표,당기순이익,2016.01.01 ~ 2016.12.31,255892273.0,손익계산서
