개별/연결,계정명,당기일자,금액,재무제표명
연결재무제표,유동자산,2020.09.30 현재,713623938860.0,재무상태표
연결재무제표,비유동자산,2020.09.30 현재,1586073343994.0,재무상태표
연결재무제표,자산총계,2020.09.30 현재,2299697282854.0,재무상태표
연결재무제표,유동부채,2020.09.30 현재,518670291415.0,재무상태표
연결재무제표,비유동부채,2020.09.30 현재,833927577211.0,재무상태표
연결재무제표,부채총계,2020.09.30 현재,1352597868626.0,재무상태표
연결재무제표,자본금,2020.09.30 현재,555311410000.0,재무상태표
연결재무제표,이익잉여금,2020.09.30 현재,45240471450.0,재무상태표
연결재무제표,자본총계,2020.09.30 현재,947099414228.0,재무상태표
연결재무제표,매출액,2020.01.01 ~ 2020.09.30,586979570709.0,손익계산서
연결재무제표,영업이익,2020.01.01 ~ 2020.09.30,33918726112.0,손익계산서
연결재무제표,법인세차감전 순이익,2020.01.01 ~ 2020.09.30,24982223916.0,손익계산서
연결재무제표,당기순이익,2020.01.01 ~ 2020.09.30,23339221282.0,손익계산서
재무제표,유동자산,2020.09.30 현재,675182249291.0,재무상태표
재무제표,비유동자산,2020.09.30 현재,1594493858487.0,재무상태표
재무제표,자산총계,2020.09.30 현재,2269676107778.0,재무상태표
재무제표,유동부채,2020.09.30 현재,505537265082.0,재무상태표
재무제표,비유동부채,2020.09.30 현재,827110658108.0,재무상태표
재무제표,부채총계,2020.09.30 현재,1332647923190.0,재무상태표
재무제표,자본금,2020.09.30 현재,555311410000.0,재무상태표
재무제표,이익잉여금,2020.09.30 현재,41333648917.0,재무상태표
재무제표,자본총계,2020.09.30 현재,937028184588.0,재무상태표
재무제표,매출액,2020.01.01 ~ 2020.09.30,543190883898.0,손익계산서
재무제표,영업이익,2020.01.01 ~ 2020.09.30,26297196629.0,손익계산서
재무제표,법인세차감전 순이익,2020.01.01 ~ 2020.09.30,17137614056.0,손익계산서
재무제표,당기순이익,2020.01.01 ~ 2020.09.30,15710958000.0,손익계산서
