개별/연결,계정명,당기일자,금액,재무제표명
연결재무제표,유동자산,2020.06.30 현재,69694540980.0,재무상태표
연결재무제표,비유동자산,2020.06.30 현재,23982001903.0,재무상태표
연결재무제표,자산총계,2020.06.30 현재,93676542883.0,재무상태표
연결재무제표,유동부채,2020.06.30 현재,19791281981.0,재무상태표
연결재무제표,비유동부채,2020.06.30 현재,3335036593.0,재무상태표
연결재무제표,부채총계,2020.06.30 현재,23126318574.0,재무상태표
연결재무제표,자본금,2020.06.30 현재,10016973000.0,재무상태표
연결재무제표,이익잉여금,2020.06.30 현재,20916823002.0,재무상태표
연결재무제표,자본총계,2020.06.30 현재,70550224309.0,재무상태표
연결재무제표,매출액,2020.01.01 ~ 2020.06.30,24693217527.0,손익계산서
연결재무제표,영업이익,2020.01.01 ~ 2020.06.30,-2546255764.0,손익계산서
연결재무제표,법인세차감전 순이익,2020.01.01 ~ 2020.06.30,-3142133242.0,손익계산서
연결재무제표,당기순이익,2020.01.01 ~ 2020.06.30,-2397587020.0,손익계산서
재무제표,유동자산,2020.06.30 현재,69728104303.0,재무상태표
재무제표,비유동자산,2020.06.30 현재,23932094808.0,재무상태표
재무제표,자산총계,2020.06.30 현재,93660199111.0,재무상태표
재무제표,유동부채,2020.06.30 현재,19778367408.0,재무상태표
재무제표,비유동부채,2020.06.30 현재,3335036593.0,재무상태표
재무제표,부채총계,2020.06.30 현재,23113404001.0,재무상태표
재무제표,자본금,2020.06.30 현재,10016973000.0,재무상태표
재무제표,이익잉여금,2020.06.30 현재,20926424462.0,재무상태표
재무제표,자본총계,2020.06.30 현재,70546795110.0,재무상태표
재무제표,매출액,2020.01.01 ~ 2020.06.30,24693217527.0,손익계산서
재무제표,영업이익,2020.01.01 ~ 2020.06.30,-2509428951.0,손익계산서
재무제표,법인세차감전 순이익,2020.01.01 ~ 2020.06.30,-3105312836.0,손익계산서
재무제표,당기순이익,2020.01.01 ~ 2020.06.30,-2360766614.0,손익계산서
