개별/연결,계정명,당기일자,금액,재무제표명
연결재무제표,유동자산,2019.09.30 현재,372247074403.0,재무상태표
연결재무제표,비유동자산,2019.09.30 현재,248430512174.0,재무상태표
연결재무제표,자산총계,2019.09.30 현재,620677586577.0,재무상태표
연결재무제표,유동부채,2019.09.30 현재,93796456497.0,재무상태표
연결재무제표,비유동부채,2019.09.30 현재,127685993480.0,재무상태표
연결재무제표,부채총계,2019.09.30 현재,221482449977.0,재무상태표
연결재무제표,자본금,2019.09.30 현재,75943315000.0,재무상태표
연결재무제표,이익잉여금,2019.09.30 현재,322262569504.0,재무상태표
연결재무제표,자본총계,2019.09.30 현재,399195136600.0,재무상태표
연결재무제표,매출액,2019.01.01 ~ 2019.09.30,186011085880.0,손익계산서
연결재무제표,영업이익,2019.01.01 ~ 2019.09.30,7890968615.0,손익계산서
연결재무제표,법인세차감전 순이익,2019.01.01 ~ 2019.09.30,7675763439.0,손익계산서
연결재무제표,당기순이익,2019.01.01 ~ 2019.09.30,5823590865.0,손익계산서
재무제표,유동자산,2019.09.30 현재,368650508327.0,재무상태표
재무제표,비유동자산,2019.09.30 현재,248256020949.0,재무상태표
재무제표,자산총계,2019.09.30 현재,616906529276.0,재무상태표
재무제표,유동부채,2019.09.30 현재,90417014296.0,재무상태표
재무제표,비유동부채,2019.09.30 현재,127391536074.0,재무상태표
재무제표,부채총계,2019.09.30 현재,217808550370.0,재무상태표
재무제표,자본금,2019.09.30 현재,75943315000.0,재무상태표
재무제표,이익잉여금,2019.09.30 현재,322212853724.0,재무상태표
재무제표,자본총계,2019.09.30 현재,399097978906.0,재무상태표
재무제표,매출액,2019.01.01 ~ 2019.09.30,185962495847.0,손익계산서
재무제표,영업이익,2019.01.01 ~ 2019.09.30,7881293427.0,손익계산서
재무제표,법인세차감전 순이익,2019.01.01 ~ 2019.09.30,7665416525.0,손익계산서
재무제표,당기순이익,2019.01.01 ~ 2019.09.30,5813243951.0,손익계산서
