개별/연결,계정명,당기일자,금액,재무제표명
연결재무제표,유동자산,2020.03.31 현재,98780474457.0,재무상태표
연결재무제표,비유동자산,2020.03.31 현재,118378466461.0,재무상태표
연결재무제표,자산총계,2020.03.31 현재,217158940918.0,재무상태표
연결재무제표,유동부채,2020.03.31 현재,114977541964.0,재무상태표
연결재무제표,비유동부채,2020.03.31 현재,33051719219.0,재무상태표
연결재무제표,부채총계,2020.03.31 현재,148029261183.0,재무상태표
연결재무제표,자본금,2020.03.31 현재,3672002700.0,재무상태표
연결재무제표,이익잉여금,2020.03.31 현재,49785485164.0,재무상태표
연결재무제표,자본총계,2020.03.31 현재,69129679735.0,재무상태표
연결재무제표,매출액,2020.01.01 ~ 2020.03.31,17901557496.0,손익계산서
연결재무제표,영업이익,2020.01.01 ~ 2020.03.31,-2789945673.0,손익계산서
연결재무제표,법인세차감전 순이익,2020.01.01 ~ 2020.03.31,-3755591776.0,손익계산서
연결재무제표,당기순이익,2020.01.01 ~ 2020.03.31,-3504554737.0,손익계산서
재무제표,유동자산,2020.03.31 현재,91875821359.0,재무상태표
재무제표,비유동자산,2020.03.31 현재,117612302325.0,재무상태표
재무제표,자산총계,2020.03.31 현재,209488123684.0,재무상태표
재무제표,유동부채,2020.03.31 현재,112325106749.0,재무상태표
재무제표,비유동부채,2020.03.31 현재,32018978405.0,재무상태표
재무제표,부채총계,2020.03.31 현재,144344085154.0,재무상태표
재무제표,자본금,2020.03.31 현재,3672002700.0,재무상태표
재무제표,이익잉여금,2020.03.31 현재,47277255591.0,재무상태표
재무제표,자본총계,2020.03.31 현재,65144038530.0,재무상태표
재무제표,매출액,2020.01.01 ~ 2020.03.31,16453424192.0,손익계산서
재무제표,영업이익,2020.01.01 ~ 2020.03.31,-2012107139.0,손익계산서
재무제표,법인세차감전 순이익,2020.01.01 ~ 2020.03.31,-2938383621.0,손익계산서
재무제표,당기순이익,2020.01.01 ~ 2020.03.31,-2719379670.0,손익계산서
