개별/연결,계정명,당기일자,금액,재무제표명
연결재무제표,유동자산,2021.09.30 현재,11195167213.0,재무상태표
연결재무제표,비유동자산,2021.09.30 현재,217168718776.0,재무상태표
연결재무제표,자산총계,2021.09.30 현재,228363885989.0,재무상태표
연결재무제표,유동부채,2021.09.30 현재,106019165665.0,재무상태표
연결재무제표,비유동부채,2021.09.30 현재,43362063800.0,재무상태표
연결재무제표,부채총계,2021.09.30 현재,149381229465.0,재무상태표
연결재무제표,자본금,2021.09.30 현재,46224127000.0,재무상태표
연결재무제표,이익잉여금,2021.09.30 현재,30702953612.0,재무상태표
연결재무제표,자본총계,2021.09.30 현재,78982656524.0,재무상태표
연결재무제표,매출액,2021.01.01 ~ 2021.09.30,3317337486.0,손익계산서
연결재무제표,영업이익,2021.01.01 ~ 2021.09.30,2471164094.0,손익계산서
연결재무제표,법인세차감전 순이익,2021.01.01 ~ 2021.09.30,1856315985.0,손익계산서
연결재무제표,당기순이익,2021.01.01 ~ 2021.09.30,1471469721.0,손익계산서
재무제표,유동자산,2021.09.30 현재,7343186901.0,재무상태표
재무제표,비유동자산,2021.09.30 현재,219794028757.0,재무상태표
재무제표,자산총계,2021.09.30 현재,227137215658.0,재무상태표
재무제표,유동부채,2021.09.30 현재,106059654903.0,재무상태표
재무제표,비유동부채,2021.09.30 현재,43359759128.0,재무상태표
재무제표,부채총계,2021.09.30 현재,149419414031.0,재무상태표
재무제표,자본금,2021.09.30 현재,46224127000.0,재무상태표
재무제표,이익잉여금,2021.09.30 현재,30557158545.0,재무상태표
재무제표,자본총계,2021.09.30 현재,77717801627.0,재무상태표
재무제표,매출액,2021.01.01 ~ 2021.09.30,3318646523.0,손익계산서
재무제표,영업이익,2021.01.01 ~ 2021.09.30,2446765878.0,손익계산서
재무제표,법인세차감전 순이익,2021.01.01 ~ 2021.09.30,1749282836.0,손익계산서
재무제표,당기순이익,2021.01.01 ~ 2021.09.30,1364436572.0,손익계산서
