개별/연결,계정명,당기일자,금액,재무제표명
연결재무제표,유동자산,2021.06.30 현재,28006761288.0,재무상태표
연결재무제표,비유동자산,2021.06.30 현재,7375549769.0,재무상태표
연결재무제표,자산총계,2021.06.30 현재,35382311057.0,재무상태표
연결재무제표,유동부채,2021.06.30 현재,15923213519.0,재무상태표
연결재무제표,비유동부채,2021.06.30 현재,217990276.0,재무상태표
연결재무제표,부채총계,2021.06.30 현재,16141203795.0,재무상태표
연결재무제표,자본금,2021.06.30 현재,16147954500.0,재무상태표
연결재무제표,이익잉여금,2021.06.30 현재,-53096827182.0,재무상태표
연결재무제표,자본총계,2021.06.30 현재,19241107262.0,재무상태표
연결재무제표,매출액,2021.01.01 ~ 2021.06.30,6534276049.0,손익계산서
연결재무제표,영업이익,2021.01.01 ~ 2021.06.30,408942446.0,손익계산서
연결재무제표,법인세차감전 순이익,2021.01.01 ~ 2021.06.30,-478682591.0,손익계산서
연결재무제표,당기순이익,2021.01.01 ~ 2021.06.30,-478682591.0,손익계산서
재무제표,유동자산,2021.06.30 현재,27164007617.0,재무상태표
재무제표,비유동자산,2021.06.30 현재,8388987953.0,재무상태표
재무제표,자산총계,2021.06.30 현재,35552995570.0,재무상태표
재무제표,유동부채,2021.06.30 현재,15654608030.0,재무상태표
재무제표,비유동부채,2021.06.30 현재,197365253.0,재무상태표
재무제표,부채총계,2021.06.30 현재,15851973283.0,재무상태표
재무제표,자본금,2021.06.30 현재,16147954500.0,재무상태표
재무제표,이익잉여금,2021.06.30 현재,-53258523438.0,재무상태표
재무제표,자본총계,2021.06.30 현재,19701022287.0,재무상태표
재무제표,매출액,2021.01.01 ~ 2021.06.30,6411028234.0,손익계산서
재무제표,영업이익,2021.01.01 ~ 2021.06.30,1200805779.0,손익계산서
재무제표,법인세차감전 순이익,2021.01.01 ~ 2021.06.30,-149529073.0,손익계산서
재무제표,당기순이익,2021.01.01 ~ 2021.06.30,-149529073.0,손익계산서
