개별/연결,계정명,당기일자,금액,재무제표명
연결재무제표,유동자산,2021.09.30 현재,218655193620.0,재무상태표
연결재무제표,비유동자산,2021.09.30 현재,866891877306.0,재무상태표
연결재무제표,자산총계,2021.09.30 현재,1085547070926.0,재무상태표
연결재무제표,유동부채,2021.09.30 현재,142870130616.0,재무상태표
연결재무제표,비유동부채,2021.09.30 현재,357703686385.0,재무상태표
연결재무제표,부채총계,2021.09.30 현재,500573817001.0,재무상태표
연결재무제표,자본금,2021.09.30 현재,16089459000.0,재무상태표
연결재무제표,이익잉여금,2021.09.30 현재,444780789157.0,재무상태표
연결재무제표,자본총계,2021.09.30 현재,584973253925.0,재무상태표
연결재무제표,매출액,2021.01.01 ~ 2021.09.30,136369608441.0,손익계산서
연결재무제표,영업이익,2021.01.01 ~ 2021.09.30,-5201947688.0,손익계산서
연결재무제표,법인세차감전 순이익,2021.01.01 ~ 2021.09.30,-8425961447.0,손익계산서
연결재무제표,당기순이익,2021.01.01 ~ 2021.09.30,-5864942727.0,손익계산서
재무제표,유동자산,2021.09.30 현재,34763082818.0,재무상태표
재무제표,비유동자산,2021.09.30 현재,337267626349.0,재무상태표
재무제표,자산총계,2021.09.30 현재,372030709167.0,재무상태표
재무제표,유동부채,2021.09.30 현재,2465657693.0,재무상태표
재무제표,비유동부채,2021.09.30 현재,121562549278.0,재무상태표
재무제표,부채총계,2021.09.30 현재,124028206971.0,재무상태표
재무제표,자본금,2021.09.30 현재,16089459000.0,재무상태표
재무제표,이익잉여금,2021.09.30 현재,173803509239.0,재무상태표
재무제표,자본총계,2021.09.30 현재,248002502196.0,재무상태표
재무제표,매출액,2021.01.01 ~ 2021.09.30,2666625902.0,손익계산서
재무제표,영업이익,2021.01.01 ~ 2021.09.30,275440977.0,손익계산서
재무제표,법인세차감전 순이익,2021.01.01 ~ 2021.09.30,-321156060.0,손익계산서
재무제표,당기순이익,2021.01.01 ~ 2021.09.30,-287293591.0,손익계산서
