개별/연결,계정명,당기일자,금액,재무제표명
연결재무제표,유동자산,2016.03.31 현재,139610812267.0,재무상태표
연결재무제표,비유동자산,2016.03.31 현재,112482510323.0,재무상태표
연결재무제표,자산총계,2016.03.31 현재,252093322590.0,재무상태표
연결재무제표,유동부채,2016.03.31 현재,96386264517.0,재무상태표
연결재무제표,비유동부채,2016.03.31 현재,22099357281.0,재무상태표
연결재무제표,부채총계,2016.03.31 현재,118485621798.0,재무상태표
연결재무제표,자본금,2016.03.31 현재,12745248500.0,재무상태표
연결재무제표,이익잉여금,2016.03.31 현재,-6033319801.0,재무상태표
연결재무제표,자본총계,2016.03.31 현재,133607700792.0,재무상태표
연결재무제표,매출액,2016.01.01 ~ 2016.03.31,57552747956.0,손익계산서
연결재무제표,영업이익,2016.01.01 ~ 2016.03.31,10982769.0,손익계산서
연결재무제표,법인세차감전 순이익,2016.01.01 ~ 2016.03.31,703829240.0,손익계산서
연결재무제표,당기순이익,2016.01.01 ~ 2016.03.31,144882398.0,손익계산서
재무제표,유동자산,2016.03.31 현재,31003716367.0,재무상태표
재무제표,비유동자산,2016.03.31 현재,76706130678.0,재무상태표
재무제표,자산총계,2016.03.31 현재,107709847045.0,재무상태표
재무제표,유동부채,2016.03.31 현재,35057405872.0,재무상태표
재무제표,비유동부채,2016.03.31 현재,9232136254.0,재무상태표
재무제표,부채총계,2016.03.31 현재,44289542126.0,재무상태표
재무제표,자본금,2016.03.31 현재,12745248500.0,재무상태표
재무제표,이익잉여금,2016.03.31 현재,2280893890.0,재무상태표
재무제표,자본총계,2016.03.31 현재,63420304919.0,재무상태표
재무제표,매출액,2016.01.01 ~ 2016.03.31,20661999065.0,손익계산서
재무제표,영업이익,2016.01.01 ~ 2016.03.31,147904898.0,손익계산서
재무제표,법인세차감전 순이익,2016.01.01 ~ 2016.03.31,117425627.0,손익계산서
재무제표,당기순이익,2016.01.01 ~ 2016.03.31,287794899.0,손익계산서
