개별/연결,계정명,당기일자,금액,재무제표명
연결재무제표,유동자산,2016.06.30 현재,72898026883.0,재무상태표
연결재무제표,비유동자산,2016.06.30 현재,27167793376.0,재무상태표
연결재무제표,자산총계,2016.06.30 현재,100065820259.0,재무상태표
연결재무제표,유동부채,2016.06.30 현재,7785860467.0,재무상태표
연결재무제표,비유동부채,2016.06.30 현재,557386770.0,재무상태표
연결재무제표,부채총계,2016.06.30 현재,8343247237.0,재무상태표
연결재무제표,자본총계,2016.06.30 현재,91722573022.0,재무상태표
연결재무제표,매출액,2016.01.01 ~ 2016.06.30,10774184915.0,손익계산서
연결재무제표,영업이익,2016.01.01 ~ 2016.06.30,587418108.0,손익계산서
연결재무제표,법인세차감전 순이익,2016.01.01 ~ 2016.06.30,15313197.0,손익계산서
연결재무제표,당기순이익,2016.01.01 ~ 2016.06.30,-17387441.0,손익계산서
재무제표,유동자산,2016.06.30 현재,56799091148.0,재무상태표
재무제표,비유동자산,2016.06.30 현재,26058439079.0,재무상태표
재무제표,자산총계,2016.06.30 현재,82857530227.0,재무상태표
재무제표,유동부채,2016.06.30 현재,2865116402.0,재무상태표
재무제표,비유동부채,2016.06.30 현재,20833333.0,재무상태표
재무제표,부채총계,2016.06.30 현재,2885949735.0,재무상태표
재무제표,이익잉여금,2016.06.30 현재,5477373801.0,재무상태표
재무제표,자본총계,2016.06.30 현재,79971580492.0,재무상태표
재무제표,매출액,2016.01.01 ~ 2016.06.30,2696046041.0,손익계산서
재무제표,영업이익,2016.01.01 ~ 2016.06.30,-456496391.0,손익계산서
재무제표,법인세차감전 순이익,2016.01.01 ~ 2016.06.30,-1409290052.0,손익계산서
재무제표,당기순이익,2016.01.01 ~ 2016.06.30,-1121090097.0,손익계산서
