개별/연결,계정명,당기일자,금액,재무제표명
재무제표,유동자산,2018.06.30 현재,21038574418.0,재무상태표
재무제표,비유동자산,2018.06.30 현재,15616929203.0,재무상태표
재무제표,자산총계,2018.06.30 현재,36655503621.0,재무상태표
재무제표,유동부채,2018.06.30 현재,4380103433.0,재무상태표
재무제표,비유동부채,2018.06.30 현재,1166704182.0,재무상태표
재무제표,부채총계,2018.06.30 현재,5546807615.0,재무상태표
재무제표,자본금,2018.06.30 현재,1900000000.0,재무상태표
재무제표,이익잉여금,2018.06.30 현재,22967535709.0,재무상태표
재무제표,자본총계,2018.06.30 현재,31108696006.0,재무상태표
재무제표,매출액,2018.01.01 ~ 2018.06.30,6738327479.0,손익계산서
재무제표,영업이익,2018.01.01 ~ 2018.06.30,796507181.0,손익계산서
재무제표,법인세차감전 순이익,2018.01.01 ~ 2018.06.30,977863273.0,손익계산서
재무제표,당기순이익,2018.01.01 ~ 2018.06.30,847094661.0,손익계산서
