개별/연결,계정명,당기일자,금액,재무제표명
연결재무제표,유동자산,2018.12.31 현재,146075766040.0,재무상태표
연결재무제표,비유동자산,2018.12.31 현재,92870375475.0,재무상태표
연결재무제표,자산총계,2018.12.31 현재,238946141515.0,재무상태표
연결재무제표,유동부채,2018.12.31 현재,47512818222.0,재무상태표
연결재무제표,비유동부채,2018.12.31 현재,6217166516.0,재무상태표
연결재무제표,부채총계,2018.12.31 현재,53729984738.0,재무상태표
연결재무제표,자본금,2018.12.31 현재,21157045000.0,재무상태표
연결재무제표,이익잉여금,2018.12.31 현재,81410238170.0,재무상태표
연결재무제표,자본총계,2018.12.31 현재,185216156777.0,재무상태표
연결재무제표,매출액,2018.10.01 ~ 2018.12.31,32072469573.0,손익계산서
연결재무제표,영업이익,2018.10.01 ~ 2018.12.31,893606377.0,손익계산서
연결재무제표,법인세차감전 순이익,2018.10.01 ~ 2018.12.31,587397391.0,손익계산서
연결재무제표,당기순이익,2018.10.01 ~ 2018.12.31,777289706.0,손익계산서
재무제표,유동자산,2018.12.31 현재,138339786586.0,재무상태표
재무제표,비유동자산,2018.12.31 현재,79181610235.0,재무상태표
재무제표,자산총계,2018.12.31 현재,217521396821.0,재무상태표
재무제표,유동부채,2018.12.31 현재,30037269597.0,재무상태표
재무제표,비유동부채,2018.12.31 현재,3266553411.0,재무상태표
재무제표,부채총계,2018.12.31 현재,33303823008.0,재무상태표
재무제표,자본금,2018.12.31 현재,21157045000.0,재무상태표
재무제표,이익잉여금,2018.12.31 현재,81410238170.0,재무상태표
재무제표,자본총계,2018.12.31 현재,184217573813.0,재무상태표
재무제표,매출액,2018.10.01 ~ 2018.12.31,20987669476.0,손익계산서
재무제표,영업이익,2018.10.01 ~ 2018.12.31,21706335.0,손익계산서
재무제표,법인세차감전 순이익,2018.10.01 ~ 2018.12.31,585875602.0,손익계산서
재무제표,당기순이익,2018.10.01 ~ 2018.12.31,777289706.0,손익계산서
