개별/연결,계정명,당기일자,금액,재무제표명
연결재무제표,유동자산,2020.09.30 현재,29993315247.0,재무상태표
연결재무제표,비유동자산,2020.09.30 현재,98775549250.0,재무상태표
연결재무제표,자산총계,2020.09.30 현재,128768864497.0,재무상태표
연결재무제표,유동부채,2020.09.30 현재,45063176131.0,재무상태표
연결재무제표,비유동부채,2020.09.30 현재,34524562808.0,재무상태표
연결재무제표,부채총계,2020.09.30 현재,79587738939.0,재무상태표
연결재무제표,자본금,2020.09.30 현재,41392434000.0,재무상태표
연결재무제표,이익잉여금,2020.09.30 현재,-26339827907.0,재무상태표
연결재무제표,자본총계,2020.09.30 현재,49181125558.0,재무상태표
연결재무제표,매출액,2020.01.01 ~ 2020.09.30,18534175538.0,손익계산서
연결재무제표,영업이익,2020.01.01 ~ 2020.09.30,-2779887909.0,손익계산서
연결재무제표,법인세차감전 순이익,2020.01.01 ~ 2020.09.30,-407332523.0,손익계산서
연결재무제표,당기순이익,2020.01.01 ~ 2020.09.30,-407332523.0,손익계산서
재무제표,유동자산,2020.09.30 현재,29012647703.0,재무상태표
재무제표,비유동자산,2020.09.30 현재,86147758901.0,재무상태표
재무제표,자산총계,2020.09.30 현재,115160406604.0,재무상태표
재무제표,유동부채,2020.09.30 현재,37741278445.0,재무상태표
재무제표,비유동부채,2020.09.30 현재,27152909942.0,재무상태표
재무제표,부채총계,2020.09.30 현재,64894188387.0,재무상태표
재무제표,자본금,2020.09.30 현재,41392434000.0,재무상태표
재무제표,이익잉여금,2020.09.30 현재,-24662590314.0,재무상태표
재무제표,자본총계,2020.09.30 현재,50266218217.0,재무상태표
재무제표,매출액,2020.01.01 ~ 2020.09.30,19527633164.0,손익계산서
재무제표,영업이익,2020.01.01 ~ 2020.09.30,-2728729591.0,손익계산서
재무제표,법인세차감전 순이익,2020.01.01 ~ 2020.09.30,-326053760.0,손익계산서
재무제표,당기순이익,2020.01.01 ~ 2020.09.30,-326053760.0,손익계산서
