개별/연결,계정명,당기일자,금액,재무제표명
연결재무제표,유동자산,2019.09.30 현재,424984126807.0,재무상태표
연결재무제표,비유동자산,2019.09.30 현재,353395638640.0,재무상태표
연결재무제표,자산총계,2019.09.30 현재,778379765447.0,재무상태표
연결재무제표,유동부채,2019.09.30 현재,240601082013.0,재무상태표
연결재무제표,비유동부채,2019.09.30 현재,58067972638.0,재무상태표
연결재무제표,부채총계,2019.09.30 현재,298669054651.0,재무상태표
연결재무제표,자본금,2019.09.30 현재,13159816500.0,재무상태표
연결재무제표,이익잉여금,2019.09.30 현재,262109939122.0,재무상태표
연결재무제표,자본총계,2019.09.30 현재,479710710796.0,재무상태표
연결재무제표,매출액,2019.01.01 ~ 2019.09.30,202554989321.0,손익계산서
연결재무제표,영업이익,2019.01.01 ~ 2019.09.30,13459095429.0,손익계산서
연결재무제표,법인세차감전 순이익,2019.01.01 ~ 2019.09.30,15027504477.0,손익계산서
연결재무제표,당기순이익,2019.01.01 ~ 2019.09.30,11368256220.0,손익계산서
재무제표,유동자산,2019.09.30 현재,44034207644.0,재무상태표
재무제표,비유동자산,2019.09.30 현재,184700593639.0,재무상태표
재무제표,자산총계,2019.09.30 현재,228734801283.0,재무상태표
재무제표,유동부채,2019.09.30 현재,9229386198.0,재무상태표
재무제표,비유동부채,2019.09.30 현재,5041752756.0,재무상태표
재무제표,부채총계,2019.09.30 현재,14271138954.0,재무상태표
재무제표,자본금,2019.09.30 현재,13159816500.0,재무상태표
재무제표,이익잉여금,2019.09.30 현재,109874553806.0,재무상태표
재무제표,자본총계,2019.09.30 현재,214463662329.0,재무상태표
재무제표,매출액,2019.01.01 ~ 2019.09.30,20941800076.0,손익계산서
재무제표,영업이익,2019.01.01 ~ 2019.09.30,147478183.0,손익계산서
재무제표,법인세차감전 순이익,2019.01.01 ~ 2019.09.30,481049945.0,손익계산서
재무제표,당기순이익,2019.01.01 ~ 2019.09.30,409645579.0,손익계산서
