개별/연결,계정명,당기일자,금액,재무제표명
연결재무제표,유동자산,2018.03.31 현재,168460945923.0,재무상태표
연결재무제표,비유동자산,2018.03.31 현재,199021378915.0,재무상태표
연결재무제표,자산총계,2018.03.31 현재,367482324838.0,재무상태표
연결재무제표,유동부채,2018.03.31 현재,57507769133.0,재무상태표
연결재무제표,비유동부채,2018.03.31 현재,31232323861.0,재무상태표
연결재무제표,부채총계,2018.03.31 현재,88740092994.0,재무상태표
연결재무제표,자본금,2018.03.31 현재,11000000000.0,재무상태표
연결재무제표,이익잉여금,2018.03.31 현재,188764727690.0,재무상태표
연결재무제표,자본총계,2018.03.31 현재,278742231844.0,재무상태표
연결재무제표,매출액,2018.01.01 ~ 2018.03.31,58612229925.0,손익계산서
연결재무제표,영업이익,2018.01.01 ~ 2018.03.31,3965558690.0,손익계산서
연결재무제표,법인세차감전 순이익,2018.01.01 ~ 2018.03.31,5240260520.0,손익계산서
연결재무제표,당기순이익,2018.01.01 ~ 2018.03.31,4132772843.0,손익계산서
재무제표,유동자산,2018.03.31 현재,160317036310.0,재무상태표
재무제표,비유동자산,2018.03.31 현재,176834445874.0,재무상태표
재무제표,자산총계,2018.03.31 현재,337151482184.0,재무상태표
재무제표,유동부채,2018.03.31 현재,48084263798.0,재무상태표
재무제표,비유동부채,2018.03.31 현재,27829292221.0,재무상태표
재무제표,부채총계,2018.03.31 현재,75913556019.0,재무상태표
재무제표,자본금,2018.03.31 현재,11000000000.0,재무상태표
재무제표,이익잉여금,2018.03.31 현재,183168914316.0,재무상태표
재무제표,자본총계,2018.03.31 현재,261237926165.0,재무상태표
재무제표,매출액,2018.01.01 ~ 2018.03.31,51998630525.0,손익계산서
재무제표,영업이익,2018.01.01 ~ 2018.03.31,3930524096.0,손익계산서
재무제표,법인세차감전 순이익,2018.01.01 ~ 2018.03.31,5332109293.0,손익계산서
재무제표,당기순이익,2018.01.01 ~ 2018.03.31,4209324066.0,손익계산서
